机构名称,表中文名,字段中文（可忽略）,数据元
,生理特征信息,面部识别特征,面部识别特征
,生理特征信息,是否死亡,是否死亡
,生理特征信息,是否残疾,是否残疾
,生理特征信息,残疾类型,残疾类别
,生理特征信息,残疾等级,残疾等级
,身残人员信息,居住地址,居住地址
,身残人员信息,出生日期,出生日期
,身残人员信息,残疾证号或编号,残疾证号
,身残人员信息,残疾等级,残疾等级
,身残人员信息,残疾类别,残疾类别
,身残人员信息,残疾性质,残疾性质
,身残人员信息,性别,性别
,身残人员信息,监护人住址,监护人住址
,身残人员信息,监护人姓名,监护人姓名
,身残人员信息,监护人联系方式,监护人联系电话
,身残人员信息,与监护人关系,与监护人关系
,身残人员信息,身份证号,公民身份号码
,身残人员信息,发证机关,发证机关
,身残人员信息,发证日期,发证日期
,身残人员信息,姓名,姓名
,身残人员信息,民族,民族
,身残人员信息,户籍地区,户籍地
,身残人员信息,联系方式,联系电话
,身残人员信息,持证状态,持证状态
,身残人员信息,有效期,证件有效期
,个人就学历程信息,身份证件号,公民身份号码
,个人就学历程信息,学校类型,学校类型
,个人就学历程信息,学校名称,学校
,个人就学历程信息,学校所属行政区划,学校所属行政区划
,个人就学历程信息,入学年月,入学年月
,个人就学历程信息,在读状态,在读状态
,个人就学历程信息,毕业年月,毕业年月
,个人就学历程信息,学制,学制
,个人就学历程信息,学号,学号
,个人最高学历信息,公民身份号码,公民身份号码
,个人最高学历信息,人员姓名,姓名
,个人最高学历信息,最高学历,最高学历
,个人最高学历信息,入学年月,入学年月
,个人最高学历信息,毕业年月,毕业年月
,个人最高学历信息,学历层次,学历层次
,个人最高学历信息,学习形式,学习形式
,个人最高学历信息,专业专业名称,专业
,个人最高学历信息,就读院校名称,院校名称
,个人最高学历信息,学历证书编号,学历证书编号
,教师认定信息,市,市
,教师认定信息,区县,区县
,教师认定信息,所在学校,所属学校
,教师认定信息,教师姓名,教师姓名
,教师认定信息,性别,性别
,教师认定信息,民族,民族
,教师认定信息,岗位资格证书,资格证证书编号
,教师认定信息,任教学科,任教学科
,教师认定信息,学校标识码,学校标识码
,教师认定信息,单位类别,所属单位类别
,教师认定信息,身份证号码,公民身份号码
,教师认定信息,教师资格种类名称,教师资格种类名称
,教师认定信息,教师资格证书号码,资格证证书编号
,教师认定信息,认定机构名称,认定机构
,婚姻基本信息,姓名,姓名
,婚姻基本信息,证件类型代码,身份证件类型代码
,婚姻基本信息,证件类型名称,身份证件类型
,婚姻基本信息,证件号码,身份证件号码
,婚姻基本信息,性别代码,性别代码
,婚姻基本信息,性别名称,性别
,婚姻基本信息,户籍所在地,户籍地
,婚姻基本信息,户籍地省市县代码,户籍地省市区县代码
,婚姻基本信息,户籍地省市县名称,户籍地省市区县
,婚姻基本信息,婚姻状况变更原因代码,婚姻状况变更原因代码
,婚姻基本信息,婚姻状况变更原因名称,婚姻状况变更原因
,婚姻基本信息,婚姻事项代码,婚姻事项代码
,婚姻基本信息,婚姻事项名称,婚姻事项名称
,婚姻基本信息,婚姻事项时间,婚姻事项时间
,婚姻基本信息,婚姻状况代码,婚姻状况代码
,婚姻基本信息,婚姻状况名称,婚姻状况
,婚姻基本信息,婚姻明细状况代码,婚姻明细状况代码
,婚姻基本信息,婚姻明细状况名称,婚姻明细状况
,婚姻基本信息,婚姻状况变更日期,婚姻状况变更日期
,婚姻基本信息,婚姻状况变更时间,婚姻状况变更时间
,婚姻基本信息,配偶姓名,配偶姓名
,婚姻基本信息,配偶证件类型代码,配偶证件类型代码
,婚姻基本信息,配偶证件类型名称,配偶证件类型
,婚姻基本信息,配偶证件号码,配偶证件号码
,婚姻基本信息,配偶户籍所在地,配偶户籍所在地
,婚姻基本信息,配偶户籍地省市县代码,配偶户籍地省市县代码
,婚姻基本信息,配偶户籍地省市县名称,配偶户籍地省市县
,婚姻基本信息,婚姻登记机关代码,登记机关代码
,婚姻基本信息,婚姻登记机关名称,登记机关
,婚姻基本信息,结离婚证字号,结离婚证字号
,婚姻基本信息,婚姻登记证结（离）婚备注,婚姻登记类型
,婚姻基本信息,权威标志,权威标志
,婚姻历史状态信息,姓名,姓名
,婚姻历史状态信息,证件类型代码,身份证件类型代码
,婚姻历史状态信息,证件类型名称,身份证件类型
,婚姻历史状态信息,证件号码,身份证件号码
,婚姻历史状态信息,性别代码,性别代码
,婚姻历史状态信息,性别名称,性别
,婚姻历史状态信息,婚姻状况代码,婚姻状况代码
,婚姻历史状态信息,婚姻状况名称,婚姻状况
,婚姻历史状态信息,婚姻明细状况代码,婚姻明细状况代码
,婚姻历史状态信息,婚姻明细状况名称,婚姻明细状况
,婚姻历史状态信息,婚姻事项代码,婚姻事项代码
,婚姻历史状态信息,婚姻事项名称,婚姻事项名称
,婚姻历史状态信息,婚姻事项时间,婚姻事项时间
,婚姻历史状态信息,婚姻状况变更原因代码,婚姻状况变更原因代码
,婚姻历史状态信息,婚姻状况变更原因名称,婚姻状况变更原因
,婚姻历史状态信息,婚姻状况变更日期,婚姻状况变更日期
,婚姻历史状态信息,婚姻状况变更时间,婚姻状况变更时间
,婚姻历史状态信息,配偶姓名,配偶姓名
,婚姻历史状态信息,配偶证件类型代码,配偶证件类型代码
,婚姻历史状态信息,配偶证件类型名称,配偶证件类型
,婚姻历史状态信息,配偶证件号码,配偶证件号码
,婚姻历史状态信息,婚姻登记机关代码,登记机关代码
,婚姻历史状态信息,婚姻登记机关名称,登记机关
,婚姻历史状态信息,结离婚证字号,结离婚证字号
,婚姻历史状态信息,婚姻登记证结（离）婚备注,婚姻登记类型
,婚姻历史状态信息,事项来源机构,事项来源机构
,婚姻历史状态信息,事项来源索引,事项来源
,婚姻历史状态信息,权威标志,权威标志
,适婚人群统计信息,性别,性别
,适婚人群统计信息,年龄段,年龄段
,适婚人群统计信息,职业类型,职业类别
,适婚人群统计信息,文化程度,学历
,适婚人群统计信息,婚姻状况,婚姻状况
,个人病史基本信息,居民健康卡号,居民健康卡号
,个人病史基本信息,城乡居民健康档案编号,个人健康档案号
,个人病史基本信息,建档日期,建档日期
,个人病史基本信息,姓名,姓名
,个人病史基本信息,性别,性别
,个人病史基本信息,出生日期,出生日期
,个人病史基本信息,身份证件类别,身份证件类型
,个人病史基本信息,身份证件号码,身份证件号码
,个人病史基本信息,本人电话号码,联系电话
,个人病史基本信息,联系人姓名,联系人姓名
,个人病史基本信息,联系人电话,联系人电话
,个人病史基本信息,医疗保险类别,医疗保险类别
,个人病史基本信息,ABO血型,ABO血型
,个人病史基本信息,Rh血型,Rh血型
,个人病史基本信息,遗传性疾病史,遗传性疾病史
,个人病史基本信息,手术史,手术史
,个人病史基本信息,哮喘标志,哮喘标志
,个人病史基本信息,心脏病标志,心脏病标志
,个人病史基本信息,心脑血管病标志,心脑血管病标志
,个人病史基本信息,糖尿病标志,糖尿病标志
,个人病史基本信息,青光眼标志,青光眼标志
,个人病史基本信息,精神病标志,精神病标志
,个人病史基本信息,药物过敏史标志,药物过敏史标志
,个人病史基本信息,手术史标志,手术史标志
,个人病史基本信息,外伤史标志,外伤史标志
,个人病史基本信息,输血史标志,输血史标志
,个人病史基本信息,残疾标志,残疾标志
,个人病史疾病史信息,公民身份号码,公民身份号码
,个人病史疾病史信息,既往患病种类代码,疾病种类代码
,个人病史疾病史信息,既往患病种类名称,疾病种类
,个人病史疾病史信息,既往患病确诊日期,疾病确诊日期
,个人病史疾病史信息,既往患病确诊医院,疾病确诊医院
,个人病史信病历信息,公民身份号码,公民身份号码
,个人病史信病历信息,病历就诊医院,病历就诊医院
,个人病史信病历信息,病历登记日期,病历登记日期
,个人病史信病历信息,病史陈述者姓名,病史陈述者
,个人病史信病历信息,陈述者与患者关系,与患者关系
,个人病史信病历信息,陈述内容可靠标志,陈述内容可靠标志
,个人病史信病历信息,主诉,主诉
,个人病史信病历信息,现病史,现病史
,个人病史信病历信息,症状名称,症状名称
,个人病史信病历信息,症状描述,症状描述
,个人病史信病历信息,诊疗过程描述,诊疗过程描述
,门诊住院消费信息,患者身份证号,患者公民身份号码
,门诊住院消费信息,住院费用金额,住院费
,门诊住院消费信息,自付金额,自付金额
,门诊住院消费信息,医保金额,医保金额
,门诊住院消费信息,减免金额,减免金额
,门诊住院消费信息,医保自费比例,医保自费比例
,门诊住院消费信息,扣费日期,扣费日期
,门诊住院消费信息,门诊费用金额,门诊费用
,门诊住院消费信息,自付金额,自付金额
,门诊住院消费信息,医保金额,医保金额
,门诊住院消费信息,减免金额,减免金额
,门诊住院消费信息,扣费日期,扣费日期
,个人医疗统计信息,患者唯一ID号,患者唯一编号
,个人医疗统计信息,统计医院,统计医院
,个人医疗统计信息,统计月份,统计月份
,个人医疗统计信息,挂号次数,挂号次数
,个人医疗统计信息,网上预约挂号次数,网上预约挂号次数
,个人医疗统计信息,门诊次数,门诊次数
,个人医疗统计信息,急诊次数,急诊次数
